156,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,160
169,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,166,167,167,167,167,167,167,167,167,167,173
169,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,179,180,180,180,180,180,180,180,180,180,173
169,118,118,118,118,118,118,118,150,118,118,118,118,118,118,118,180,118,166,219,180,180,180,180,180,180,180,180,180,173
169,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,166,219,180,180,180,180,180,180,180,180,180,180,173
169,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,180,180,180,180,180,180,180,180,180,193,193,193,193,173
169,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,180,180,180,180,180,180,180,180,180,180,180,180,180,173
169,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,180,180,180,180,180,180,180,180,193,193,173
169,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,192,193,206,180,180,180,180,180,180,180,173
169,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,192,193,206,180,180,180,180,180,173
169,118,118,118,118,118,118,118,118,118,118,118,118,150,118,118,118,118,118,118,118,118,118,192,193,206,180,180,180,173
169,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,192,193,193,193,173
169,151,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,150,173
169,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,150,118,118,118,118,118,118,118,118,118,118,173
182,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,173
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,173
130,109,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,173
124,117,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,173
124,117,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,108,131,186
124,117,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,108,131,131,131,132,124,124
124,130,109,118,118,118,108,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,132,124,124,124,124,124,124
135,124,130,109,118,108,132,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
123,124,124,117,118,119,124,124,124,124,134,137,137,137,137,137,137,137,135,124,124,124,124,124,124,124,124,124,124,124
136,135,124,117,118,119,124,124,134,137,138,72,72,72,72,72,72,72,136,137,137,137,137,137,137,135,124,124,124,124
72,136,135,117,118,119,124,134,138,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,136,137,137,137,137
