-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,161,164,164,164,164,164,164,164,164,164,164,164,175,164,165,-1,-1,-1
-1,-1,-1,174,166,167,167,167,167,167,167,167,167,167,167,167,168,178,-1,-1,-1
-1,-1,-1,174,179,180,180,180,180,180,180,180,180,180,180,180,181,178,-1,-1,-1
-1,-1,-1,174,179,180,180,180,180,180,180,180,180,180,180,180,181,178,-1,-1,-1
-1,-1,-1,174,179,180,180,180,180,180,180,180,180,180,180,180,181,178,-1,-1,-1
-1,-1,-1,174,179,180,180,180,180,180,180,180,180,180,180,180,181,178,-1,-1,-1
-1,-1,-1,174,179,180,180,180,180,180,180,180,180,180,180,180,181,178,-1,-1,-1
-1,-1,-1,174,179,180,180,180,180,180,180,180,180,180,180,180,181,178,-1,-1,-1
-1,-1,-1,174,192,193,193,193,193,206,180,205,193,193,193,193,194,178,-1,-1,-1
-1,-1,-1,213,216,216,216,216,214,192,193,194,215,216,216,216,216,217,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
