-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,156,159,159,157,53,158,159,159,160,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,169,90,66,103,66,66,66,90,173,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,169,66,56,57,66,66,66,66,173,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,169,66,69,70,66,66,103,66,173,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,169,66,66,66,66,66,66,66,173,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,169,66,66,66,66,66,56,57,173,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,169,66,66,66,90,66,69,70,173,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,208,211,211,209,79,210,211,211,212,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
